word,ipa_syl_1,ipa_syl_2,ipa_syl_3,ipa_syl_4,ipa_syl_5,ipa_syl_6,ipa_syl_7,ipa_syl_8,ipa_syl_9,ipa_syl_10,ipa_syl_11,ipa_syl_12,ipa_syl_13,ipa_syl_14
actuaries,ˈæk,tʃə,ˌwɛ,riz
actuary,ˈæk,tʃə,ˌwɛ,ri
actuator,ˈæk,tju,ˌeɪ,tɚ
actuators,ˈæk,tju,ˌeɪ,tɚz
actus,ˈæk,təs
acupuncture,ˈæk,ju,ˌpʌŋ,ktʃɚ
ada,ˈeɪ,də
adage,ˈæ,dədʒ
adah,ˈæ,dɑ
adam,ˈæ,dəm
adams,ˈæ,dəmz
adan,ˈeɪ,dən
adaptation,ˌæ,dəp,ˈteɪ,ʃən
adaptations,ˌæ,dæp,ˈteɪ,ʃənz
adas,ˈeɪ,dəz
addams,ˈæ,dəmz
added,ˈæ,dəd
adder,ˈæ,dɚ
addicks,ˈæ,dɪks
addie,ˈæ,di
adding,ˈæ,dɪŋ
addis,ˈɑ,dɪs
addle,ˈæ,dəl
addled,ˈæ,dəld
adduct,ˈæ,dəkt
addy,ˈæ,di
adelizzi,ˌæ,də,ˈli,zi
aden,ˈeɪ,dən
ader,ˈeɪ,dɚ
adey,ˈeɪ,di
adger,ˈæ,dʒɚ
adham,ˈæd,hæm
adirondack,ˌæ,dɚ,ˈɑn,dæk
adisq,ˈeɪ,dɪsk
adkins,ˈæd,kɪnz
adler,ˈæd,lɚ
adlers,ˈæd,lɚz
adley,ˈæd,li
adlon,ˈæd,lɑn
adlong,ˈæd,lɔŋ
adman,ˈæd,mən
admen,ˈæd,mən
admiration,ˌæd,mɚ,ˈeɪ,ʃən
admirations,ˌæd,mɚ,ˈeɪ,ʃənz
admonition,ˌæd,mə,ˈnɪ,ʃən
admonitions,ˌæd,mə,ˈnɪ,ʃənz
adnan,ˈæd,nən
adney,ˈæd,ni
adolescence,ˌæ,də,ˈlɛ,səns
adolescent,ˌæ,də,ˈlɛ,sənt
adolescents,ˌæ,də,ˈlɛ,sənts
adolf,ˈeɪ,dɑlf
adolph,ˈeɪ,dɔlf
adoration,ˌæ,dɚ,ˈeɪ,ʃən
adra,ˈeɪd,rə
adriana,ˌeɪd,ri,ˈæ,nə
adriatic,ˌeɪd,ri,ˈæ,tɪk
adsit,ˈæd,sɪt
adstar,ˈæd,stɑr
adsteam,ˈæd,stim
adulation,ˌæ,dʒə,ˈleɪ,ʃən
adult,ˈæ,dəlt
adults,ˈæ,dəlts
advantageous,ˌæd,vən,ˈteɪ,dʒəs
adverb,ˈæd,vɚb
adverbs,ˈæd,vɚbz
adversaries,ˈæd,vɚ,ˌsɛ,riz
adversary,ˈæd,vɚ,ˌsɛ,ri
advertisement,ˌæd,vɚ,ˈtaɪz,mənt
advertisements,ˈæd,vɚ,ˌtaɪz,mənts
advertiser,ˈæd,vɚ,ˌtaɪ,zɚ
advertisers,ˈæd,vɚ,ˌtaɪ,zɚz
advertises,ˈæd,vɚ,ˌtaɪ,zɪz
advertising,ˈæd,vɚ,ˌtaɪ,zɪŋ
advest,ˈæd,vɛst
advo,ˈæd,voʊ
advocated,ˈæd,və,ˌkeɪ,təd
advocating,ˈæd,və,ˌkeɪ,tɪŋ
advocation,ˌæd,və,ˈkeɪ,ʃən
adweek,ˈæd,wik
ady,ˈeɪ,di
aegis,ˈi,dʒəs
aegon,ˈeɪ,ɡɑn
aeltus,ˈæl,təs
aerie,ˈɛ,ri
aeritalia,ˌɛ,rɪ,ˈtæl,jə
aero,ˈɛ,roʊ
aerobatic,ˌɛ,rə,ˈbæ,tɪk
aerobatics,ˌɛ,rə,ˈbæ,tɪks
aeronautic,ˌɛ,roʊ,ˈnɑ,tək
aeronautics,ˌɛ,rə,ˈnɔ,tɪks
aesthete,ˈɛs,θit
aesthetes,ˈɛs,θits
aetna,ˈɛt,nə
affectation,ˌæ,fɛk,ˈteɪ,ʃən
affeldt,ˈæ,fɪlt
affidavit,ˌæ,fə,ˈdeɪ,vət
affidavits,ˌæ,fɪ,ˈdeɪ,vɪts
affirmation,ˌæ,fɚ,ˈmeɪ,ʃən
affirmations,ˌæ,fɚ,ˈmeɪ,ʃənz
affix,ˈæ,fɪks
affleck,ˈæf,lɪk
affrication,ˌæf,rə,ˈkeɪ,ʃən
aflatoxin,ˌæf,lə,ˈtɑk,sɪn
afmed,ˈæf,mɛd
afrikaner,ˌæf,rə,ˈkɑ,nɚ
afrikaners,ˌæf,rɪ,ˈkɑ,nɚz
afro,ˈæf,roʊ
afrocentric,ˈæf,roʊ,ˈsɛn,trɪk
afshar,ˈæf,ʃɚ
after,ˈæf,tɚ
afterburner,ˈæf,tɚ,ˌbɝ,nɚ
afterburners,ˈæf,tɚ,ˌbɝ,nɚz
afterhours,ˈæf,tɚ,ˌhaʊ,ɚz
afterimage,ˈæf,tɚ,ˌɪ,mɪdʒ
aftermarket,ˈæf,tɚ,ˌmɑr,kɪt
aftermarkets,ˈæf,tɚ,ˌmɑr,kɪts
aga,ˈɑ,ɡə
agache,ˈæ,ɡætʃ
agan,ˈeɪ,ɡən
aganbegyan,ˌæ,ɡən,ˈbɛɡ,jən
agans,ˈɑ,ɡɑnz
agar,ˈeɪ,ɡɚ
agard,ˈæ,ɡɚd
agate,ˈæ,ɡət
agates,ˈæ,ɡəts
aged,ˈeɪ,dʒɪd
ageless,ˈeɪdʒ,ləs
agematsu,ˈæ,ɡə,ˈmæt,su
agence,ˈæ,dʒəns
agent,ˈeɪ,dʒənt
agents,ˈeɪ,dʒənts
ager,ˈeɪ,dʒɚ
agers,ˈeɪ,dʒɚz
ages,ˈeɪ,dʒəz
agfa,ˈæɡ,fə
aggie,ˈæ,ɡi
aggies,ˈæ,ɡiz
aggrandizement,ˈæɡ,rən,ˌdaɪz,mənt
aggrandizing,ˈæɡ,rən,ˌdaɪ,zɪŋ
aggravated,ˈæɡ,rə,ˌveɪ,təd
aggravating,ˈæɡ,rə,ˌveɪ,tɪŋ
aggravation,ˌæɡ,rə,ˈveɪ,ʃən
aggregated,ˈæɡ,rə,ˌɡeɪ,təd
aggy,ˈæ,ɡi
agie,ˈæ,ɡi
agile,ˈæ,dʒəl
aging,ˈeɪ,dʒɪŋ
agins,ˈeɪ,ɡɪnz
agip,ˈeɪ,ɡɪp
agitated,ˈæ,dʒə,ˌteɪ,təd
agitating,ˈæ,dʒə,ˌteɪ,tɪŋ
agitation,ˌæ,dʒə,ˈteɪ,ʃən
agitator,ˈæ,dʒə,ˌteɪ,tɚ
agitators,ˈæ,dʒɪ,ˌteɪ,tɚz
agler,ˈæɡ,lɚ
agna,ˈæɡ,nɑ
agne,ˈæɡ,nɪ
agner,ˈæɡ,nɚ
agnes,ˈæɡ,nɪs
agnew,ˈæɡ,nu
agnor,ˈæɡ,nɚ
agnos,ˈæɡ,noʊs
agonizes,ˈæ,ɡə,ˌnaɪ,zɪz
agra,ˈæɡ,rə
agri,ˈæɡ,ri
agribusiness,ˈæɡ,rə,ˌbɪz,nəs
agricola,ˌæɡ,rɪ,ˈkoʊ,lə
agriculture,ˈæɡ,rɪ,ˌkʌl,tʃɚ
agrivisor,ˈæɡ,rə,ˌvaɪ,zɚ
agro,ˈæɡ,roʊ
agua,ˈɑɡ,wə
aguadilla,ˌɑɡ,wə,ˈdɪ,lə
ahah,ˈɑ,hɑ
ahlberg,ˈɑl,bɚɡ
ahlborn,ˈɑl,bɚn
ahlen,ˈɑ,lən
ahlers,ˈɑ,lɚz
ahles,ˈeɪ,əlz
ahlgren,ˈɑl,ɡrɛn
ahlgrim,ˈɑl,ɡrɪm
ahlin,ˈɑ,lɪn
ahlman,ˈɑl,mən
ahlstrand,ˈɑls,trənd
ahlstrom,ˈɑls,trəm
ahmad,ˈɑ,mɑd
ahmann,ˈɑ,mən
ahmed,ˈɑ,məd
ahmeek,ˈʌ,mik
ahner,ˈɑ,nɚ
aho,ˈɑ,hoʊ
ahren,ˈɑ,rən
ahrendt,ˈɑ,rɪnt
ahrens,ˈɑ,rɪnz
aichele,ˈaɪ,kəl
aicher,ˈaɪ,kɚ
aickin,ˈeɪ,kɪn
aidan,ˈeɪ,dɑn
aided,ˈeɪ,dəd
aiding,ˈeɪ,dɪŋ
aiesha,ˈaɪ,ʃə
aigner,ˈeɪ,nɚ
aiken,ˈeɪ,kɪn
aikens,ˈeɪ,kɪnz
aikey,ˈeɪ,ki
aikins,ˈaɪ,kɪnz
aikman,ˈeɪk,mən
ailey,ˈeɪ,li
ailing,ˈeɪ,lɪŋ
ailment,ˈeɪl,mənt
ailments,ˈeɪl,mənts
ailor,ˈeɪ,lɚ
ailsa,ˈeɪl,sə
aimal,ˈaɪ,məl
aiman,ˈaɪ,mən
aiming,ˈeɪ,mɪŋ
aimless,ˈeɪm,ləs
ainley,ˈeɪn,li
ainsberg,ˈeɪn,zbɚɡ
ainsley,ˈeɪn,sli
ainslie,ˈeɪn,zli
ainsworth,ˈeɪn,swɚθ
airboat,ˈɛr,boʊt
airboats,ˈɛr,boʊts
airbus,ˈɛr,bəs
aircal,ˈɛr,kɑl
airco,ˈɛr,koʊ
aircondition,ˈɛr,kən,ˌdɪ,ʃən
airconditioned,ˈɛr,kən,ˌdɪ,ʃənd
airconditions,ˈɛr,kən,ˌdɪ,ʃənz
airdrop,ˈɛr,drɑp
airdrops,ˈɛr,drɑps
aires,ˈɛ,riz
airey,ˈɛ,ri
airflow,ˈɛr,floʊ
airflows,ˈɛr,floʊz
airforce,ˈɛr,fɔrs
airhart,ˈɛr,hɑrt
airing,ˈɛ,rɪŋ
airless,ˈɛr,ləs
airlie,ˈɛr,li
airman,ˈɛr,mən
airplanes,ˈɛr,pleɪnz
airshare,ˈɛr,ʃɛr
airwing,ˈɛr,wɪŋ
airwings,ˈɛr,wɪŋz
airy,ˈɛ,ri
aisle,ˈaɪ,əl
aisles,ˈaɪ,əlz
aisling,ˈeɪs,lɪŋ
aislinn,ˈeɪs,lɪn
aitken,ˈaɪt,kən
aiwa,ˈaɪ,wə
aja,ˈaɪ,ə
ajay,ˈɛ,dʒeɪ
aka,ˈɑ,kə
akard,ˈæ,kɚd
akbar,ˈæk,bɚ
akbash,ˈæk,bæʃ
akebono,ˌæ,ki,ˈboʊ,noʊ
aken,ˈeɪ,kən
akens,ˈeɪ,kənz
aker,ˈæ,kɚ
akers,ˈeɪ,kɚz
akhtar,ˈæk,tɚ
aki,ˈɑ,ki
akin,ˈeɪ,kɪn
akins,ˈeɪ,kɪnz
akre,ˈæ,kɚ
akron,ˈæk,rən
aksler,ˈæk,slɚ
akzo,ˈæk,zoʊ
akzos,ˈæk,zoʊz
ala,ˈeɪ,lə
alabama,ˌæ,lə,ˈbæ,mə
alabaman,ˌæ,lə,ˈbæ,mən
alabamans,ˌæ,lə,ˈbæ,mənz
alabaster,ˈæ,lə,ˌbæs,tɚ
alameda,ˌæ,lə,ˈmi,də
alamillo,ˌæ,lə,ˈmɪ,loʊ
alamito,ˌæ,lə,ˈmi,toʊ
alamitos,ˌæ,lə,ˈmi,toʊs
alamosa,ˌæ,lə,ˈmoʊ,sə
alamoudi,ˌɑ,lɑ,ˈmu,di
alan,ˈæ,lən
aland,ˈæ,lənd
alann,ˈæ,læn
alba,ˈæl,bə
albach,ˈæl,bɑk
alban,ˈɑl,bən
albans,ˈæl,bænz
albatrosses,ˈæl,bət,ˌrɑ,sɪz
alben,ˈɔl,bən
alber,ˈæl,bɚ
alberg,ˈæl,bɚɡ
albern,ˈæl,bɚn
albers,ˈɔl,bɚz
albert,ˈæl,bɚt
alberts,ˈæl,bɚts
albie,ˈɔl,bi
albin,ˈæl,bɪn
albo,ˈæl,boʊ
albro,ˈæl,broʊ
album,ˈæl,bəm
albums,ˈæl,bəmz
albus,ˈæl,bəs
alcee,ˈæl,si
alcids,ˈæl,sɪdz
alco,ˈæl,koʊ
alcoholic,ˌæl,kə,ˈhɑ,lɪk
alcoholics,ˌæl,kə,ˈhɑ,lɪks
alda,ˈɑl,də
alday,ˈæl,deɪ
alden,ˈɑl,dən
alder,ˈɔl,dɚ
alderidge,ˈɑl,drɪdʒ
aldi,ˈɑl,di
aldis,ˈɑl,dɪs
aldo,ˈɑl,doʊ
aldous,ˈɑl,dəs
aldred,ˈæl,dɚd
aldredge,ˈɔl,drɛdʒ
aldrete,ˈɔl,drit
aldric,ˈæl,drɪk
aldrich,ˈɔl,drɪtʃ
aldridge,ˈɔl,drɪdʒ
aldrin,ˈɔl,drɪn
aldus,ˈɑl,dɪs
aldwin,ˈɔl,dwɪn
aldwyn,ˈɔl,dwɪn
aldys,ˈɑl,diz
alec,ˈæ,lɪk
aleksander,ˌæ,ləɡ,ˈzæn,dɚ
aleksandr,ˌæ,ləɡ,ˈzæn,dɚ
aleman,ˈeɪl,mən
aleph,ˈɑ,ləf
alessandra,ˌæ,lɛ,ˈsæn,drə
alethea,ˌæ,lə,ˈθi,ə
alex,ˈæ,ləks
alexander,ˌæ,ləɡ,ˈzæn,dɚ
alexanders,ˌæ,lɪɡ,ˈzæn,dɚz
alexandra,ˌæ,lɛɡ,ˈzæn,drə
alexandrine,ˌæ,ləɡ,ˈzæn,drin
alexandrines,ˌæ,ləɡ,ˈzæn,drinz
alexandrov,ˌæ,lək,ˈsæn,drəv
aley,ˈeɪ,li
alfa,ˈæl,fə
alfareda,ˌæl,fə,ˈrɛ,də
alfavilli,ˌæl,fə,ˈvɪ,li
alfie,ˈæl,fi
alfiero,ˌæl,fi,ˈɛ,roʊ
alfin,ˈæl,fɪn
alfons,ˈɑl,foʊnz
alfonse,ˈæl,fɑns
alford,ˈæl,fɚd
alfre,ˈæl,fɚ
alfred,ˈæl,frəd
alfrey,ˈæl,fri
algae,ˈæl,dʒi
algal,ˈæl,ɡəl
algebraic,ˌæl,dʒəb,ˈreɪ,ɪk
alger,ˈæl,dʒɚ
algie,ˈɔl,ɡi
algodones,ˌɑ,ɡə,ˈdoʊ,nəz
algol,ˈæl,ɡɑl
algom,ˈæl,ɡəm
algorithm,ˈæl,ɡɚ,ˌɪ,ðəm
algorithms,ˈæl,ɡɚ,ˌɪ,ðəmz
algy,ˈæl,dʒi
ali,ˈɑ,li
alianza,ˌæ,li,ˈæn,zə
alibrandi,ˌæ,lɪb,ˈræn,di
alice,ˈæ,ləs
alie,ˈæ,li
aliff,ˈæ,lɪf
alig,ˈæ,lɪɡ
alimenies,ˈæ,lɪ,ˌmɛ,niz
alimony,ˈæ,lə,ˌmoʊ,ni
aliquippa,ˌæ,lək,ˈwɪ,pə
aliquippas,ˌæ,lək,ˈwɪ,pəz
alix,ˈæ,lɪks
alka,ˈæl,kə
alla,ˈɑ,lə
allah,ˈɑ,lə
allamuchy,ˌɑ,lə,ˈmu,tʃi
allan,ˈæ,lən
allard,ˈæ,lɚd
allardt,ˈæ,lɚt
allebach,ˈæl,bɑk
allegation,ˌæ,lə,ˈɡeɪ,ʃən
allegations,ˌæ,lə,ˈɡeɪ,ʃənz
alleghany,ˈæ,lə,ˌɡeɪ,ni
alleghenies,ˌæ,lə,ˈɡeɪ,niz
allegheny,ˌæ,lə,ˈɡeɪ,ni
allegories,ˈæ,lə,ˌɡɔ,riz
allegory,ˈæ,lə,ˌɡɔ,ri
alleman,ˈeɪl,mən
allen,ˈæ,lən
allens,ˈæ,lənz
aller,ˈɔ,lɚ
allers,ˈɔ,lɚz
allert,ˈæ,lɚt
alley,ˈæ,li
alleys,ˈæ,liz
alli,ˈæ,li
allick,ˈæ,lɪk
allie,ˈæ,li
allies,ˈæ,laɪz
alligator,ˈæ,lə,ˌɡeɪ,tɚ
alligators,ˈæ,lə,ˌɡeɪ,tɚz
alling,ˈɔ,lɪŋ
allis,ˈæ,lɪs
allman,ˈɔl,mən
allmon,ˈɔl,mən
allocated,ˈæ,lə,ˌkeɪ,tɪd
allocating,ˈæ,lə,ˌkeɪ,tɪŋ
allocation,ˌæ,lə,ˈkeɪ,ʃən
allocations,ˌæ,lə,ˈkeɪ,ʃənz
allocator,ˈæ,lə,ˌkeɪ,tɚ
allocators,ˈæ,lə,ˌkeɪ,tɚz
allophonic,ˌæ,lə,ˈfɑ,nɪk
allor,ˈɔ,lɚ
allred,ˈæl,rɪd
allston,ˈɔl,stən
allsup,ˈæl,səp
allton,ˈɔl,tən
allum,ˈæ,ləm
allums,ˈæ,ləmz
ally,ˈæ,laɪ
allyn,ˈæ,lɪn
allys,ˈæ,laɪz
alma,ˈæl,mə
almadani,ˌɔl,mə,ˈdɑ,ni
almal,ˈɑl,məl
alman,ˈæl,mən
almand,ˈæl,mənd
almas,ˈæl,məz
almay,ˈɑl,meɪ
almer,ˈɔl,mɚ
almgren,ˈælm,ɡrɛn
almo,ˈɑl,moʊ
almon,ˈɑl,mən
almond,ˈɑ,mənd
almonds,ˈɑl,məndz
almos,ˈɑl,moʊs
almquist,ˈælm,kwɪst
almy,ˈɔ,mi
almys,ˈæl,miz
aloi,ˈɑ,lɔɪ
alonge,ˈæ,ləndʒ
aloysius,ˌæ,loʊ,ˈɪ,ʃɪs
alpa,ˈæl,pə
alper,ˈæl,pɚ
alpers,ˈæl,pɚz
alpert,ˈæl,pɚt
alpex,ˈæl,pɛks
alpha,ˈæl,fə
alphabetic,ˌæl,fə,ˈbɛ,tɪk
alphabetization,ˌæl,fə,ˌbɛ,tə,ˈzeɪ,ʃən
alphametric,ˈæl,fə,ˌmɛt,rɪk
alphametrics,ˈæl,fə,ˌmɛt,rɪks
alphaphotographic,ˌæl,fə,ˌfoʊ,təɡ,ˈræ,fɪk
alpharetta,ˌæl,fɚ,ˈɛ,tə
alphin,ˈæl,fɪn
alpo,ˈæl,poʊ
alquist,ˈæl,kwɪst
alread,ˈɑl,rid
alred,ˈɔl,rɪd
alsbrook,ˈælz,brʊk
alsbrooks,ˈælz,brʊks
alsdorf,ˈɔl,zdɔrf
alsgaard,ˈɑl,zɡɑrd
alsip,ˈæl,sɪp
also,ˈɔl,soʊ
alsop,ˈæl,sɑp
alspach,ˈæl,spək
alsthom,ˈæl,sθəm
alston,ˈɔl,stən
alsup,ˈæl,səp
alta,ˈɑl,tə
altadena,ˌɑl,tə,ˈdi,nə
altamira,ˌɑl,tɑ,ˈmɪ,rə
altamuro,ˌɔl,tə,ˈmʊ,roʊ
altar,ˈɔl,tɚ
altars,ˈɔl,tɚz
altavista,ˌɔl,tə,ˈvɪs,tə
altay,ˈɔl,taɪ
alter,ˈɔl,tɚ
alteration,ˌɔl,tɚ,ˈeɪ,ʃən
alterations,ˌɔl,tɚ,ˈeɪ,ʃənz
altercation,ˌɑl,tɚ,ˈkeɪ,ʃən
altercations,ˌɑl,tɚ,ˈkeɪ,ʃənz
altered,ˈɔl,tɚd
alternated,ˈɔl,tɚ,ˌneɪ,təd
alternating,ˈɔl,tɚ,ˌneɪ,tɪŋ
alternation,ˈɔl,tɚ,ˌneɪ,ʃən
alternator,ˈɔl,tɚ,ˌneɪ,tɚ
alters,ˈɔl,tɚz
althaus,ˈæl,thaʊs
altherr,ˈɑl,θɚ
althoff,ˈæl,thɔf
althorp,ˈæl,θɔrp
altice,ˈɑl,tɪs
altland,ˈæl,tlənd
altman,ˈɔl,tmən
altmann,ˈɔl,tmən
alto,ˈæl,toʊ
altogether,ˌɔl,tə,ˈɡɛ,ðɚ
altoid,ˈɑl,tɔɪd
alton,ˈɔl,tən
altos,ˈæl,toʊz
altra,ˈɑl,trə
altron,ˈɔl,trɑn
altruism,ˈæl,tru,ˌɪ,zəm
altruistic,ˌɔl,tru,ˈɪs,tɪk
altschul,ˈæl,tʃəl
altus,ˈæl,təs
alu,ˈɑ,lu
alum,ˈæ,ləm
alums,ˈæ,ləmz
alun,ˈeɪ,lən
alva,ˈæl,və
alvan,ˈæl,vən
alvarado,ˌæl,vɚ,ˈɑ,doʊ
alves,ˈɑl,vɛs
alvey,ˈæl,vi
alvin,ˈæl,vɪn
alvis,ˈɑl,vɪs
always,ˈɔl,wiz
alwin,ˈæl,wɪn
alwood,ˈæl,wʊd
alwyn,ˈæl,wɪn
aly,ˈeɪ,li
alyce,ˈæ,lɪs
alys,ˈæ,liz
alysheba,ˌæ,lɪ,ˈʃi,bə
alza,ˈæl,zə
amadeus,ˌæ,mə,ˈdeɪ,əs
amalea,ˌæ,mə,ˈli,ə
aman,ˈɑ,mən
amann,ˈæ,mən
amarilla,ˌæ,mɚ,ˈɪ,lə
amarillo,ˌæ,mɚ,ˈɪ,loʊ
amarillos,ˌæ,mɚ,ˈɪ,loʊz
amaryllis,ˌæ,mɚ,ˈɪ,ləs
amax,ˈeɪ,mæks
ambac,ˈæm,bæk
amber,ˈæm,bɚ
amberg,ˈæm,bɚɡ
ambers,ˈæm,bɚz
ambidextrous,ˌæm,bə,ˈdɛks,trəs
amble,ˈæm,bəl
ambled,ˈæm,bəld
ambler,ˈæm,blɚ
ambles,ˈæm,bəlz
amblin,ˈæm,blɪn
ambling,ˈæm,blɪŋ
amboy,ˈæm,bɔɪ
ambra,ˈæm,brə
ambriano,ˌæm,bri,ˈɑ,noʊ
ambrit,ˈæm,brɪt
ambriz,ˈæm,brɪz
ambuehl,ˈæm,bʊl
amca,ˈæm,kə
amdek,ˈæm,dɛk
amdur,ˈæm,dɚ
ament,ˈæ,mɪnt
amer,ˈeɪ,mɚ
amerada,ˌæ,mɛ,ˈrɑ,də
amerongen,ˌæ,mɚ,ˈɔn,dʒən
amesville,ˈeɪm,zvɪl
amev,ˈæ,mɛv
amey,ˈeɪ,mi
amfac,ˈæm,fæk
amgen,ˈæm,dʒɛn
amherst,ˈæ,mɚst
ami,ˈɑ,mi
amick,ˈæ,mɪk
amie,ˈæ,mi
amis,ˈæ,mɪs
amish,ˈɑ,mɪʃ
amman,ˈæ,mən
ammann,ˈæ,mən
ammon,ˈæ,mən
ammons,ˈæ,mənz
ammunition,ˌæm,jə,ˈnɪ,ʃən
ammunitions,ˌæm,jə,ˈnɪ,ʃənz
amo,ˈɑ,moʊ
amor,ˈæ,mɚ
amore,ˈɑ,mɔr
amortizing,ˈæ,mɚ,ˌtaɪ,zɪŋ
